OrderDate,Year,YearMonth,Category,Seller,ProductID,Orders,Units Sold,GMV,Marketplace Revenue,Take Rate %,AOV
2025-11-02,2025,2025-11,Fitness,Apex Essentials,Product-009,1,3,130.01,17.45,0.1342,130.01
2025-11-26,2025,2025-11,Fitness,Apex Prime,Product-072,1,2,105.99,13.93,0.1314,105.99
2025-12-26,2025,2025-12,Electronics,Apex Value,Product-046,1,2,123.48,14.56,0.1179,123.48
2025-07-02,2025,2025-07,Kids,Apex Prime,Product-050,1,1,8.89,1.04,0.1172,8.89
2025-12-15,2025,2025-12,Beauty,Apex Value,Product-037,1,1,27.54,4.45,0.1617,27.54
2025-08-09,2025,2025-08,Home,Apex Prime,Product-069,1,1,24.73,3.76,0.1519,24.73
2025-08-11,2025,2025-08,Home,Apex Outdoor,Product-024,1,1,28.22,3.08,0.1093,28.22
2025-09-27,2025,2025-09,Kids,Apex Outdoor,Product-033,1,1,21.88,3.05,0.1395,21.88
2025-08-21,2025,2025-08,Fitness,Apex Prime,Product-062,1,2,111.41,19.6,0.1759,111.41
2025-08-24,2025,2025-08,Beauty,Apex Prime,Product-013,1,1,23.68,2.84,0.1198,23.68
2025-10-25,2025,2025-10,Kitchen,Apex Prime,Product-008,1,1,22.82,2.69,0.1177,22.82
2025-11-28,2025,2025-11,Fitness,Apex Value,Product-006,1,1,41.1,6.95,0.1691,41.1
2025-10-18,2025,2025-10,Electronics,Apex Value,Product-002,1,1,79.36,9.36,0.118,79.36
2025-08-05,2025,2025-08,Kitchen,Apex Value,Product-033,1,1,8.0,1.06,0.1331,8.0
2025-08-27,2025,2025-08,Electronics,Apex Prime,Product-066,1,1,73.47,8.75,0.1191,73.47
2025-10-05,2025,2025-10,Electronics,Apex Prime,Product-037,1,1,67.12,8.73,0.1301,67.12
2025-08-28,2025,2025-08,Fitness,Apex Essentials,Product-049,1,1,46.95,6.49,0.1382,46.95
2025-07-11,2025,2025-07,Kitchen,Apex Essentials,Product-049,1,2,64.17,8.74,0.1362,64.17
2025-07-06,2025,2025-07,Beauty,Apex Value,Product-039,1,1,14.58,2.53,0.1733,14.58
2025-12-27,2025,2025-12,Kids,Apex Essentials,Product-060,1,1,31.77,3.77,0.1186,31.77
2025-11-09,2025,2025-11,Home,Apex Outdoor,Product-044,1,1,19.1,3.27,0.1711,19.1
2025-08-17,2025,2025-08,Kitchen,Apex Prime,Product-008,1,1,32.75,3.55,0.1085,32.75
2025-08-07,2025,2025-08,Electronics,Apex Essentials,Product-028,1,1,63.52,6.67,0.105,63.52
2025-08-05,2025,2025-08,Kids,Apex Value,Product-023,1,1,19.39,2.61,0.1344,19.39
2025-09-10,2025,2025-09,Beauty,Apex Prime,Product-059,1,1,19.01,3.37,0.1774,19.01
2025-07-19,2025,2025-07,Electronics,Apex Value,Product-032,1,1,53.61,7.16,0.1336,53.61
2025-08-25,2025,2025-08,Fitness,Apex Prime,Product-044,1,3,113.83,20.16,0.1771,113.83
2025-08-19,2025,2025-08,Kids,Apex Prime,Product-023,1,1,15.58,2.06,0.1321,15.58
2025-11-28,2025,2025-11,Beauty,Apex Outdoor,Product-027,1,1,8.0,1.31,0.1639,8.0
2025-10-21,2025,2025-10,Kids,Apex Value,Product-050,1,2,44.01,4.88,0.1108,44.01
2025-11-06,2025,2025-11,Home,Apex Value,Product-028,1,1,26.65,4.68,0.1755,26.65
2025-09-14,2025,2025-09,Kitchen,Apex Outdoor,Product-063,1,1,23.79,3.12,0.1311,23.79
2025-11-15,2025,2025-11,Home,Apex Outdoor,Product-063,1,1,39.6,6.02,0.1521,39.6
2025-08-11,2025,2025-08,Kids,Apex Value,Product-077,1,1,29.56,3.52,0.119,29.56
2025-10-11,2025,2025-10,Kitchen,Apex Outdoor,Product-068,1,1,29.11,4.81,0.1653,29.11
2025-08-14,2025,2025-08,Kitchen,Apex Value,Product-020,1,1,39.71,4.19,0.1054,39.71
2025-09-21,2025,2025-09,Kitchen,Apex Essentials,Product-003,1,1,17.61,1.78,0.1009,17.61
2025-11-20,2025,2025-11,Electronics,Apex Essentials,Product-076,1,1,44.04,6.18,0.1403,44.04
2025-12-16,2025,2025-12,Beauty,Apex Prime,Product-033,1,1,8.0,1.34,0.1675,8.0
2025-10-06,2025,2025-10,Beauty,Apex Essentials,Product-041,1,1,8.0,1.2,0.15,8.0
2025-08-30,2025,2025-08,Home,Apex Essentials,Product-018,1,1,32.95,4.83,0.1466,32.95
2025-11-12,2025,2025-11,Kitchen,Apex Value,Product-047,1,1,28.55,5.08,0.1778,28.55
2025-07-13,2025,2025-07,Beauty,Apex Outdoor,Product-019,1,2,35.95,5.48,0.1525,35.95
2025-11-22,2025,2025-11,Kitchen,Apex Prime,Product-075,1,1,35.07,4.36,0.1244,35.07
2025-11-08,2025,2025-11,Beauty,Apex Value,Product-046,1,1,15.11,1.83,0.121,15.11
2025-07-05,2025,2025-07,Beauty,Apex Essentials,Product-010,1,1,18.65,2.88,0.1546,18.65
2025-11-24,2025,2025-11,Fitness,Apex Value,Product-008,1,1,40.2,5.11,0.127,40.2
2025-08-03,2025,2025-08,Kitchen,Apex Essentials,Product-065,1,3,117.72,12.31,0.1046,117.72
2025-09-16,2025,2025-09,Kids,Apex Essentials,Product-041,1,1,9.62,1.06,0.1103,9.62
2025-07-21,2025,2025-07,Fitness,Apex Essentials,Product-045,1,1,38.79,5.08,0.131,38.79
2025-10-30,2025,2025-10,Kids,Apex Outdoor,Product-033,1,1,8.0,1.08,0.1351,8.0
2025-07-15,2025,2025-07,Electronics,Apex Essentials,Product-057,1,1,73.27,11.1,0.1515,73.27
2025-09-03,2025,2025-09,Fitness,Apex Outdoor,Product-032,1,1,48.03,6.06,0.1262,48.03
2025-10-07,2025,2025-10,Kitchen,Apex Prime,Product-037,1,1,40.41,6.3,0.1558,40.41
2025-11-18,2025,2025-11,Fitness,Apex Essentials,Product-011,1,1,32.74,4.47,0.1366,32.74
2025-08-16,2025,2025-08,Beauty,Apex Essentials,Product-001,1,1,29.9,5.09,0.1703,29.9
2025-09-21,2025,2025-09,Beauty,Apex Essentials,Product-061,1,1,22.1,2.4,0.1088,22.1
2025-10-04,2025,2025-10,Electronics,Apex Prime,Product-023,1,1,70.61,9.97,0.1412,70.61
2025-10-16,2025,2025-10,Kids,Apex Value,Product-025,1,2,24.7,3.23,0.1309,24.7
2025-11-30,2025,2025-11,Beauty,Apex Outdoor,Product-007,1,2,33.64,5.52,0.164,33.64
2025-09-21,2025,2025-09,Beauty,Apex Essentials,Product-012,1,1,14.4,1.73,0.1201,14.4
2025-08-09,2025,2025-08,Kitchen,Apex Prime,Product-028,1,1,22.56,2.71,0.1203,22.56
2025-08-17,2025,2025-08,Electronics,Apex Prime,Product-064,1,2,125.15,20.91,0.1671,125.15
2025-08-31,2025,2025-08,Fitness,Apex Value,Product-052,1,1,62.35,8.97,0.1439,62.35
2025-11-05,2025,2025-11,Home,Apex Outdoor,Product-043,1,1,30.05,3.35,0.1115,30.05
2025-09-22,2025,2025-09,Home,Apex Outdoor,Product-032,1,1,41.58,7.34,0.1766,41.58
2025-10-17,2025,2025-10,Kitchen,Apex Outdoor,Product-064,1,1,22.1,3.08,0.1393,22.1
2025-08-29,2025,2025-08,Fitness,Apex Outdoor,Product-001,1,1,40.84,6.17,0.151,40.84
2025-07-23,2025,2025-07,Kitchen,Apex Prime,Product-009,1,1,29.44,3.43,0.1165,29.44
2025-12-25,2025,2025-12,Home,Apex Essentials,Product-037,1,1,25.43,4.32,0.1699,25.43
2025-11-17,2025,2025-11,Beauty,Apex Value,Product-076,1,2,49.31,7.0,0.1419,49.31
2025-08-05,2025,2025-08,Electronics,Apex Prime,Product-055,1,1,65.12,11.58,0.1778,65.12
2025-11-12,2025,2025-11,Electronics,Apex Prime,Product-002,1,1,56.69,5.79,0.1022,56.69
2025-09-06,2025,2025-09,Fitness,Apex Value,Product-012,1,1,57.18,8.75,0.1531,57.18
2025-11-01,2025,2025-11,Electronics,Apex Outdoor,Product-016,1,1,63.07,9.89,0.1568,63.07
2025-12-24,2025,2025-12,Beauty,Apex Essentials,Product-053,1,2,22.63,2.29,0.101,22.63
2025-12-06,2025,2025-12,Home,Apex Outdoor,Product-012,1,1,34.89,5.87,0.1681,34.89
2025-09-03,2025,2025-09,Home,Apex Essentials,Product-030,1,1,40.5,6.24,0.154,40.5
2025-07-09,2025,2025-07,Electronics,Apex Prime,Product-076,1,2,162.85,26.17,0.1607,162.85
2025-09-14,2025,2025-09,Home,Apex Essentials,Product-040,1,1,48.46,6.9,0.1424,48.46
2025-11-15,2025,2025-11,Beauty,Apex Essentials,Product-061,1,2,28.05,4.87,0.1737,28.05
2025-07-04,2025,2025-07,Kids,Apex Essentials,Product-022,1,1,31.51,5.21,0.1652,31.51
2025-11-17,2025,2025-11,Home,Apex Essentials,Product-041,1,1,20.3,2.1,0.1034,20.3
2025-09-11,2025,2025-09,Kitchen,Apex Value,Product-027,1,1,45.03,4.51,0.1002,45.03
2025-09-19,2025,2025-09,Home,Apex Prime,Product-001,1,2,67.97,12.09,0.1779,67.97
2025-07-12,2025,2025-07,Kids,Apex Outdoor,Product-030,1,1,8.0,0.89,0.1116,8.0
2025-11-27,2025,2025-11,Beauty,Apex Essentials,Product-032,1,1,9.91,1.35,0.1362,9.91
2025-11-03,2025,2025-11,Beauty,Apex Prime,Product-022,1,1,11.16,1.56,0.1402,11.16
2025-09-04,2025,2025-09,Fitness,Apex Outdoor,Product-058,1,1,40.62,4.48,0.1103,40.62
2025-08-27,2025,2025-08,Fitness,Apex Outdoor,Product-022,1,2,81.17,11.44,0.1409,81.17
2025-08-05,2025,2025-08,Beauty,Apex Essentials,Product-059,1,1,31.96,4.9,0.1533,31.96
2025-10-14,2025,2025-10,Electronics,Apex Prime,Product-070,1,1,66.17,8.27,0.125,66.17
2025-08-05,2025,2025-08,Kids,Apex Value,Product-043,1,1,27.83,3.18,0.1142,27.83
2025-10-18,2025,2025-10,Beauty,Apex Prime,Product-032,1,1,13.87,1.79,0.1289,13.87
2025-11-15,2025,2025-11,Kids,Apex Outdoor,Product-021,1,1,8.0,1.43,0.1784,8.0
2025-09-10,2025,2025-09,Kitchen,Apex Outdoor,Product-018,1,1,25.22,4.16,0.1648,25.22
2025-08-19,2025,2025-08,Kitchen,Apex Value,Product-061,1,1,26.01,3.2,0.1232,26.01
2025-08-02,2025,2025-08,Home,Apex Prime,Product-048,1,1,44.71,4.94,0.1106,44.71
2025-07-13,2025,2025-07,Kids,Apex Value,Product-002,1,1,42.42,5.15,0.1214,42.42
2025-11-18,2025,2025-11,Fitness,Apex Value,Product-039,1,1,65.15,10.65,0.1635,65.15
2025-07-29,2025,2025-07,Kids,Apex Prime,Product-059,1,2,16.0,1.61,0.1008,16.0
2025-12-23,2025,2025-12,Kids,Apex Essentials,Product-062,1,2,16.0,1.92,0.1201,16.0
2025-07-01,2025,2025-07,Kitchen,Apex Value,Product-070,1,2,39.16,3.93,0.1004,39.16
2025-12-08,2025,2025-12,Kids,Apex Value,Product-020,1,1,21.52,3.14,0.1458,21.52
2025-09-19,2025,2025-09,Electronics,Apex Outdoor,Product-065,1,1,53.49,8.09,0.1512,53.49
2025-12-14,2025,2025-12,Home,Apex Essentials,Product-059,1,2,84.72,11.73,0.1385,84.72
2025-10-03,2025,2025-10,Kids,Apex Essentials,Product-045,1,1,8.0,1.33,0.1666,8.0
2025-08-03,2025,2025-08,Electronics,Apex Value,Product-079,1,1,57.23,8.32,0.1453,57.23
2025-09-11,2025,2025-09,Fitness,Apex Outdoor,Product-042,1,1,33.23,3.77,0.1136,33.23
2025-12-22,2025,2025-12,Kids,Apex Essentials,Product-076,1,2,35.97,4.97,0.1383,35.97
2025-11-05,2025,2025-11,Beauty,Apex Prime,Product-046,1,1,11.65,1.7,0.146,11.65
2025-11-26,2025,2025-11,Beauty,Apex Value,Product-029,1,1,30.62,4.24,0.1386,30.62
2025-08-20,2025,2025-08,Home,Apex Prime,Product-059,1,1,30.88,4.85,0.157,30.88
2025-10-10,2025,2025-10,Electronics,Apex Value,Product-069,1,1,54.91,6.13,0.1116,54.91
2025-12-17,2025,2025-12,Home,Apex Prime,Product-058,1,1,48.5,5.45,0.1124,48.5
2025-12-25,2025,2025-12,Home,Apex Essentials,Product-061,1,1,39.86,5.4,0.1355,39.86
2025-07-29,2025,2025-07,Home,Apex Essentials,Product-008,1,3,122.17,14.68,0.1202,122.17
2025-09-24,2025,2025-09,Electronics,Apex Essentials,Product-008,1,1,54.1,6.3,0.1164,54.1
2025-09-12,2025,2025-09,Beauty,Apex Essentials,Product-074,1,1,30.77,4.06,0.132,30.77
2025-12-14,2025,2025-12,Fitness,Apex Prime,Product-023,1,3,106.4,14.16,0.1331,106.4
2025-07-26,2025,2025-07,Kids,Apex Prime,Product-076,1,1,9.75,1.13,0.1162,9.75
2025-09-12,2025,2025-09,Kids,Apex Prime,Product-073,1,1,11.47,1.87,0.1629,11.47
2025-09-30,2025,2025-09,Kitchen,Apex Prime,Product-037,1,1,22.83,2.63,0.115,22.83
2025-10-25,2025,2025-10,Home,Apex Prime,Product-028,1,2,71.89,12.24,0.1703,71.89
2025-12-10,2025,2025-12,Home,Apex Prime,Product-032,1,1,43.02,6.87,0.1597,43.02
2025-08-12,2025,2025-08,Kitchen,Apex Outdoor,Product-021,1,2,66.54,10.86,0.1632,66.54
2025-08-03,2025,2025-08,Kids,Apex Value,Product-001,1,2,18.98,2.18,0.1147,18.98
2025-12-05,2025,2025-12,Beauty,Apex Prime,Product-056,1,1,20.49,2.76,0.1347,20.49
2025-11-14,2025,2025-11,Kids,Apex Outdoor,Product-012,1,2,17.37,2.69,0.1551,17.37
2025-10-05,2025,2025-10,Home,Apex Prime,Product-048,1,1,29.56,4.3,0.1453,29.56
2025-12-09,2025,2025-12,Fitness,Apex Outdoor,Product-011,1,1,60.75,10.71,0.1763,60.75
2025-12-18,2025,2025-12,Fitness,Apex Essentials,Product-032,1,1,35.97,5.29,0.1472,35.97
2025-07-07,2025,2025-07,Kids,Apex Outdoor,Product-010,1,1,25.01,3.43,0.1372,25.01
2025-07-11,2025,2025-07,Fitness,Apex Value,Product-042,1,1,40.87,7.02,0.1717,40.87
2025-09-01,2025,2025-09,Kids,Apex Essentials,Product-006,1,1,38.32,5.26,0.1373,38.32
2025-09-21,2025,2025-09,Fitness,Apex Outdoor,Product-008,1,1,48.69,6.17,0.1268,48.69
2025-08-24,2025,2025-08,Fitness,Apex Essentials,Product-037,1,1,38.07,4.84,0.1271,38.07
2025-11-17,2025,2025-11,Beauty,Apex Outdoor,Product-032,1,1,39.22,6.91,0.1762,39.22
2025-09-14,2025,2025-09,Electronics,Apex Essentials,Product-006,1,1,70.82,9.14,0.129,70.82
2025-09-03,2025,2025-09,Kids,Apex Prime,Product-069,1,3,80.26,11.5,0.1433,80.26
2025-07-31,2025,2025-07,Fitness,Apex Value,Product-068,1,2,86.01,10.27,0.1194,86.01
2025-10-26,2025,2025-10,Home,Apex Essentials,Product-060,1,1,30.35,4.99,0.1643,30.35
2025-08-28,2025,2025-08,Beauty,Apex Outdoor,Product-033,1,2,24.11,3.59,0.1488,24.11
2025-10-23,2025,2025-10,Electronics,Apex Prime,Product-041,1,1,55.43,8.56,0.1544,55.43
2025-08-25,2025,2025-08,Home,Apex Prime,Product-069,1,1,43.53,7.02,0.1612,43.53
2025-08-16,2025,2025-08,Kitchen,Apex Outdoor,Product-033,1,3,90.29,10.78,0.1194,90.29
2025-11-28,2025,2025-11,Home,Apex Value,Product-018,1,1,49.61,6.08,0.1225,49.61
2025-07-14,2025,2025-07,Kitchen,Apex Outdoor,Product-057,1,1,29.12,5.23,0.1795,29.12
2025-10-31,2025,2025-10,Electronics,Apex Outdoor,Product-063,1,2,132.88,13.93,0.1048,132.88
2025-08-12,2025,2025-08,Kitchen,Apex Essentials,Product-015,1,2,63.7,8.75,0.1373,63.7
2025-09-09,2025,2025-09,Fitness,Apex Value,Product-026,1,1,52.59,5.92,0.1125,52.59
2025-09-29,2025,2025-09,Kids,Apex Value,Product-008,1,2,23.18,2.75,0.1186,23.18
2025-09-30,2025,2025-09,Beauty,Apex Value,Product-040,1,1,34.61,3.53,0.1019,34.61
2025-08-04,2025,2025-08,Fitness,Apex Value,Product-052,1,1,46.1,7.26,0.1575,46.1
2025-11-25,2025,2025-11,Kitchen,Apex Prime,Product-080,1,1,25.23,4.13,0.1638,25.23
2025-09-23,2025,2025-09,Home,Apex Prime,Product-050,1,1,37.78,5.21,0.138,37.78
2025-10-15,2025,2025-10,Fitness,Apex Value,Product-059,1,1,67.17,6.86,0.1021,67.17
2025-10-25,2025,2025-10,Kitchen,Apex Prime,Product-054,1,1,38.74,4.56,0.1176,38.74
2025-11-13,2025,2025-11,Home,Apex Value,Product-024,1,1,51.5,6.01,0.1167,51.5
2025-09-08,2025,2025-09,Home,Apex Prime,Product-010,1,2,115.53,19.66,0.1702,115.53
2025-07-09,2025,2025-07,Beauty,Apex Value,Product-027,1,1,18.37,3.01,0.1639,18.37
2025-07-27,2025,2025-07,Kitchen,Apex Outdoor,Product-002,1,1,14.34,1.66,0.1158,14.34
2025-12-09,2025,2025-12,Fitness,Apex Prime,Product-080,1,1,44.08,5.33,0.1209,44.08
2025-08-24,2025,2025-08,Electronics,Apex Outdoor,Product-067,1,2,112.42,17.12,0.1523,112.42
2025-11-07,2025,2025-11,Beauty,Apex Essentials,Product-038,1,1,15.47,2.35,0.1522,15.47
2025-08-08,2025,2025-08,Kitchen,Apex Value,Product-029,1,1,20.32,2.4,0.1181,20.32
2025-10-08,2025,2025-10,Home,Apex Essentials,Product-076,1,1,24.73,2.83,0.1143,24.73
2025-09-13,2025,2025-09,Kids,Apex Value,Product-061,1,1,8.0,0.99,0.1235,8.0
2025-09-21,2025,2025-09,Home,Apex Prime,Product-080,1,2,98.45,11.76,0.1195,98.45
2025-12-15,2025,2025-12,Home,Apex Value,Product-049,1,3,106.96,11.22,0.1049,106.96
2025-11-10,2025,2025-11,Electronics,Apex Outdoor,Product-053,1,2,135.01,14.97,0.1109,135.01
2025-12-30,2025,2025-12,Kids,Apex Essentials,Product-068,1,1,11.37,1.5,0.1321,11.37
2025-12-09,2025,2025-12,Fitness,Apex Value,Product-020,1,1,60.8,8.88,0.1461,60.8
2025-08-31,2025,2025-08,Electronics,Apex Outdoor,Product-031,1,1,56.44,6.55,0.116,56.44
2025-11-06,2025,2025-11,Kids,Apex Prime,Product-037,1,1,8.0,1.08,0.1347,8.0
2025-10-15,2025,2025-10,Kitchen,Apex Prime,Product-011,1,2,38.55,4.01,0.1041,38.55
2025-09-10,2025,2025-09,Kitchen,Apex Value,Product-034,1,1,23.31,2.81,0.1205,23.31
2025-07-08,2025,2025-07,Home,Apex Essentials,Product-021,1,1,25.21,3.17,0.1256,25.21
2025-10-25,2025,2025-10,Kitchen,Apex Value,Product-066,1,1,31.99,4.66,0.1458,31.99
2025-12-24,2025,2025-12,Beauty,Apex Prime,Product-059,1,1,15.73,2.34,0.1488,15.73
2025-07-13,2025,2025-07,Kids,Apex Outdoor,Product-062,1,1,8.0,0.93,0.1157,8.0
2025-12-30,2025,2025-12,Home,Apex Value,Product-065,1,1,39.16,5.69,0.1452,39.16
2025-11-01,2025,2025-11,Electronics,Apex Outdoor,Product-064,1,1,70.65,11.77,0.1666,70.65
2025-12-22,2025,2025-12,Beauty,Apex Essentials,Product-011,1,2,55.41,8.36,0.1509,55.41
2025-09-11,2025,2025-09,Fitness,Apex Value,Product-066,1,1,44.45,5.26,0.1183,44.45
2025-08-16,2025,2025-08,Home,Apex Value,Product-027,1,1,17.44,1.83,0.1049,17.44
2025-08-23,2025,2025-08,Electronics,Apex Essentials,Product-015,1,1,55.82,7.93,0.1421,55.82
2025-11-03,2025,2025-11,Beauty,Apex Outdoor,Product-006,1,1,8.0,1.41,0.176,8.0
2025-12-30,2025,2025-12,Kitchen,Apex Value,Product-020,1,1,26.9,2.78,0.1033,26.9
2025-07-03,2025,2025-07,Home,Apex Essentials,Product-027,1,2,56.31,7.03,0.1249,56.31
2025-08-18,2025,2025-08,Kids,Apex Prime,Product-021,1,1,8.0,1.08,0.1345,8.0
2025-09-17,2025,2025-09,Kids,Apex Outdoor,Product-047,1,1,12.86,1.93,0.1499,12.86
2025-12-11,2025,2025-12,Kitchen,Apex Value,Product-046,1,1,28.58,3.1,0.1084,28.58
2025-12-04,2025,2025-12,Electronics,Apex Prime,Product-069,1,1,83.67,10.18,0.1217,83.67
2025-12-22,2025,2025-12,Electronics,Apex Prime,Product-012,1,1,53.53,6.61,0.1234,53.53
2025-12-03,2025,2025-12,Kids,Apex Outdoor,Product-080,1,1,16.34,1.64,0.1002,16.34
2025-08-03,2025,2025-08,Fitness,Apex Value,Product-035,1,1,33.34,5.27,0.1581,33.34
2025-09-17,2025,2025-09,Beauty,Apex Prime,Product-061,1,1,32.78,4.44,0.1356,32.78
2025-09-05,2025,2025-09,Beauty,Apex Value,Product-073,1,1,28.67,5.09,0.1774,28.67
2025-08-13,2025,2025-08,Beauty,Apex Outdoor,Product-023,1,1,32.35,4.14,0.128,32.35
2025-12-18,2025,2025-12,Beauty,Apex Essentials,Product-037,1,2,16.0,2.03,0.1266,16.0
2025-12-19,2025,2025-12,Beauty,Apex Outdoor,Product-044,1,1,48.98,6.62,0.1352,48.98
2025-09-15,2025,2025-09,Beauty,Apex Value,Product-073,1,1,12.52,2.01,0.1605,12.52
2025-10-20,2025,2025-10,Beauty,Apex Value,Product-057,1,2,75.05,8.31,0.1107,75.05
2025-09-26,2025,2025-09,Kids,Apex Outdoor,Product-042,1,1,35.64,4.14,0.1162,35.64
2025-09-13,2025,2025-09,Beauty,Apex Prime,Product-050,1,1,12.35,1.36,0.11,12.35
2025-11-25,2025,2025-11,Fitness,Apex Outdoor,Product-061,1,1,36.29,6.23,0.1716,36.29
2025-09-25,2025,2025-09,Kids,Apex Essentials,Product-055,1,1,35.06,3.7,0.1054,35.06
2025-08-26,2025,2025-08,Fitness,Apex Essentials,Product-024,1,1,54.78,9.56,0.1746,54.78
2025-09-21,2025,2025-09,Fitness,Apex Prime,Product-020,1,1,42.6,4.34,0.1019,42.6
2025-12-15,2025,2025-12,Beauty,Apex Essentials,Product-050,1,1,19.47,2.94,0.1511,19.47
2025-07-21,2025,2025-07,Electronics,Apex Essentials,Product-014,1,1,51.84,8.38,0.1617,51.84
2025-09-10,2025,2025-09,Kitchen,Apex Essentials,Product-031,1,1,43.82,4.51,0.103,43.82
2025-07-20,2025,2025-07,Fitness,Apex Value,Product-037,1,1,51.86,8.28,0.1597,51.86
2025-08-27,2025,2025-08,Home,Apex Value,Product-064,1,1,42.49,4.32,0.1017,42.49
2025-12-09,2025,2025-12,Kids,Apex Value,Product-062,1,1,8.59,1.53,0.1783,8.59
2025-08-27,2025,2025-08,Kids,Apex Essentials,Product-029,1,1,8.0,0.82,0.1023,8.0
2025-07-29,2025,2025-07,Kitchen,Apex Value,Product-059,1,2,40.4,6.96,0.1724,40.4
2025-10-14,2025,2025-10,Home,Apex Prime,Product-067,1,3,89.91,9.84,0.1094,89.91
2025-11-03,2025,2025-11,Home,Apex Prime,Product-042,1,1,27.25,4.46,0.1638,27.25
2025-07-18,2025,2025-07,Electronics,Apex Value,Product-043,1,1,66.51,7.43,0.1117,66.51
2025-09-27,2025,2025-09,Home,Apex Value,Product-025,1,1,36.08,6.29,0.1742,36.08
2025-12-18,2025,2025-12,Kitchen,Apex Prime,Product-031,1,2,54.64,6.74,0.1233,54.64
2025-07-06,2025,2025-07,Fitness,Apex Prime,Product-045,1,1,46.91,5.67,0.1209,46.91
2025-12-10,2025,2025-12,Kitchen,Apex Outdoor,Product-025,1,1,11.3,1.53,0.1357,11.3
2025-09-04,2025,2025-09,Beauty,Apex Prime,Product-079,1,1,21.84,3.01,0.1378,21.84
2025-08-29,2025,2025-08,Kitchen,Apex Prime,Product-002,1,2,86.5,15.26,0.1764,86.5
2025-11-14,2025,2025-11,Kids,Apex Value,Product-054,1,1,13.42,1.46,0.1087,13.42
2025-08-28,2025,2025-08,Electronics,Apex Prime,Product-009,1,2,118.04,15.07,0.1277,118.04
2025-11-18,2025,2025-11,Fitness,Apex Value,Product-020,1,1,55.84,8.38,0.1501,55.84
2025-07-10,2025,2025-07,Electronics,Apex Value,Product-059,1,1,75.18,13.31,0.1771,75.18
2025-07-13,2025,2025-07,Beauty,Apex Prime,Product-064,1,1,21.1,2.89,0.137,21.1
2025-10-18,2025,2025-10,Kitchen,Apex Essentials,Product-056,1,1,35.93,4.84,0.1348,35.93
2025-07-26,2025,2025-07,Kitchen,Apex Value,Product-021,1,1,33.61,5.47,0.1628,33.61
2025-07-02,2025,2025-07,Kids,Apex Essentials,Product-004,1,1,17.35,1.99,0.1146,17.35
2025-12-29,2025,2025-12,Beauty,Apex Essentials,Product-038,1,2,56.47,8.77,0.1553,56.47
2025-07-22,2025,2025-07,Fitness,Apex Outdoor,Product-043,1,1,58.88,6.01,0.1021,58.88
2025-10-14,2025,2025-10,Kitchen,Apex Value,Product-061,1,1,14.04,1.94,0.1381,14.04
2025-11-13,2025,2025-11,Beauty,Apex Value,Product-039,1,1,8.0,1.21,0.1514,8.0
2025-07-04,2025,2025-07,Fitness,Apex Outdoor,Product-057,1,1,48.39,7.5,0.155,48.39
2025-09-06,2025,2025-09,Beauty,Apex Prime,Product-073,1,1,27.48,3.45,0.1256,27.48
2025-12-26,2025,2025-12,Home,Apex Essentials,Product-036,1,1,32.83,4.92,0.15,32.83
2025-07-25,2025,2025-07,Home,Apex Prime,Product-054,1,2,88.72,12.02,0.1355,88.72
2025-08-02,2025,2025-08,Home,Apex Essentials,Product-011,1,1,50.21,7.21,0.1435,50.21
2025-12-12,2025,2025-12,Kitchen,Apex Prime,Product-064,1,2,16.0,2.56,0.1598,16.0
2025-11-01,2025,2025-11,Kids,Apex Outdoor,Product-054,1,2,39.48,6.14,0.1556,39.48
2025-09-01,2025,2025-09,Kids,Apex Essentials,Product-065,1,1,15.2,2.58,0.1698,15.2
2025-07-20,2025,2025-07,Fitness,Apex Outdoor,Product-022,1,1,52.63,9.42,0.179,52.63
2025-07-26,2025,2025-07,Home,Apex Essentials,Product-049,1,1,27.75,4.9,0.1766,27.75
2025-10-21,2025,2025-10,Fitness,Apex Value,Product-043,1,1,25.53,4.08,0.1597,25.53
2025-10-16,2025,2025-10,Fitness,Apex Essentials,Product-016,1,1,40.45,6.36,0.1573,40.45
2025-11-27,2025,2025-11,Fitness,Apex Essentials,Product-043,1,1,51.49,5.39,0.1046,51.49
2025-08-26,2025,2025-08,Home,Apex Prime,Product-038,1,1,37.67,5.9,0.1566,37.67
2025-08-09,2025,2025-08,Kitchen,Apex Essentials,Product-013,1,1,23.22,3.53,0.1519,23.22
2025-10-01,2025,2025-10,Beauty,Apex Essentials,Product-080,1,1,17.9,2.77,0.1545,17.9
2025-11-24,2025,2025-11,Kitchen,Apex Value,Product-021,1,1,36.62,4.01,0.1094,36.62
2025-08-23,2025,2025-08,Fitness,Apex Outdoor,Product-043,1,1,45.7,7.5,0.1642,45.7
2025-07-18,2025,2025-07,Kids,Apex Value,Product-077,1,1,19.22,2.62,0.1363,19.22
2025-09-15,2025,2025-09,Kids,Apex Value,Product-057,1,1,14.94,1.97,0.1319,14.94
2025-11-03,2025,2025-11,Beauty,Apex Essentials,Product-002,1,1,14.99,2.43,0.162,14.99
2025-11-20,2025,2025-11,Home,Apex Value,Product-052,1,1,25.45,4.36,0.1712,25.45
2025-12-03,2025,2025-12,Home,Apex Essentials,Product-037,1,1,16.84,2.59,0.1536,16.84
2025-10-03,2025,2025-10,Kids,Apex Outdoor,Product-032,1,1,29.99,4.22,0.1408,29.99
