Month,Ad Group,Device,Impressions,Clicks,CTR,CPC,Conv Rate,Conversions,Cost,Revenue,Sale Amount,P&L
2025-11,Brand Search,Desktop,29178,895,0.0307,1.41,0.0278,24,1261.95,2000.69,80.92,738.74
2025-11,Non-Brand Search,Mobile,25836,322,0.0125,1.56,0.0082,2,502.32,250.52,121.42,-251.8
2025-11,Prospecting,Mobile,54241,932,0.0172,1.31,0.0154,14,1220.92,1311.24,100.9,90.32
2025-11,Retargeting,Mobile,33358,410,0.0123,1.04,0.0278,11,426.4,987.13,93.31,560.73
2025-11,Creator/UGC,Desktop,48255,1341,0.0278,1.22,0.0088,11,1636.02,749.97,74.61,-886.05
2025-11,Affiliates,Mobile,43396,811,0.0187,0.35,0.007,5,283.85,376.12,83.14,92.27
2025-11,Brand Search,Mobile,14363,718,0.0501,1.03,0.0329,23,739.54,2414.85,97.9,1675.31
2025-11,Non-Brand Search,Mobile,32569,874,0.0268,1.33,0.019,16,1162.42,1329.83,86.43,167.41
2025-11,Prospecting,Mobile,49002,679,0.0139,1.2,0.0133,9,814.8,710.41,77.03,-104.39
2025-11,Retargeting,Mobile,15059,215,0.0143,1.37,0.0186,3,294.55,231.5,79.13,-63.05
2025-11,Creator/UGC,Mobile,62095,1246,0.0201,1.39,0.0194,24,1731.94,2212.1,90.99,480.16
2025-11,Affiliates,Mobile,23574,555,0.0236,0.8,0.0113,6,444.0,469.96,80.41,25.96
2025-11,Brand Search,Mobile,43534,1499,0.0344,1.18,0.0249,37,1768.82,3430.76,84.71,1661.94
2025-11,Non-Brand Search,Mobile,33320,784,0.0235,1.59,0.0191,14,1246.56,788.39,56.43,-458.17
2025-11,Prospecting,Mobile,52279,1320,0.0253,1.51,0.0214,28,1993.2,2276.53,87.79,283.33
2025-11,Retargeting,Mobile,27627,958,0.0347,1.79,0.027,25,1714.82,1944.23,85.31,229.41
2025-11,Creator/UGC,Mobile,47411,1401,0.0296,1.08,0.0237,33,1513.08,2792.61,83.85,1279.53
2025-11,Affiliates,Mobile,31323,598,0.0191,0.82,0.0258,15,490.36,1022.31,73.88,531.95
2025-11,Brand Search,Mobile,22789,1012,0.0445,1.56,0.0274,27,1578.72,1969.57,65.31,390.85
2025-11,Non-Brand Search,Mobile,30786,607,0.0197,1.39,0.0148,9,843.73,677.28,74.11,-166.45
2025-11,Prospecting,Desktop,49476,962,0.0194,1.26,0.0196,18,1212.12,1162.47,67.91,-49.65
2025-11,Retargeting,Mobile,40442,1038,0.0257,1.04,0.0314,32,1079.52,2993.28,93.99,1913.76
2025-11,Creator/UGC,Mobile,52392,1044,0.0199,1.33,0.0162,16,1388.52,1463.91,82.43,75.39
2025-11,Affiliates,Mobile,51407,1207,0.0235,0.78,0.0196,23,941.46,2115.37,87.57,1173.91
2025-11,Brand Search,Desktop,31373,1360,0.0434,1.49,0.0345,46,2026.4,3848.13,88.03,1821.73
2025-11,Non-Brand Search,Mobile,26444,616,0.0233,1.52,0.0245,15,936.32,1355.69,85.6,419.37
2025-11,Prospecting,Mobile,52217,1350,0.0259,1.46,0.0092,12,1971.0,1238.71,93.49,-732.29
2025-11,Retargeting,Mobile,37007,803,0.0217,1.55,0.0356,28,1244.65,2731.03,95.75,1486.38
2025-11,Creator/UGC,Mobile,50186,1483,0.0296,1.84,0.0167,24,2728.72,1516.56,68.15,-1212.16
2025-11,Affiliates,Mobile,16074,263,0.0164,0.43,0.0145,3,113.09,219.13,75.75,106.04
2025-11,Brand Search,Desktop,34427,1429,0.0415,1.39,0.0291,41,1986.31,3200.22,82.26,1213.91
2025-11,Non-Brand Search,Mobile,31542,613,0.0194,1.78,0.02,12,1091.14,826.17,69.09,-264.97
2025-11,Prospecting,Desktop,38886,739,0.019,1.26,0.0228,16,931.14,1647.67,107.16,716.53
2025-11,Retargeting,Mobile,24767,420,0.017,1.77,0.0286,12,743.4,742.97,72.84,-0.43
2025-11,Creator/UGC,Desktop,38222,780,0.0204,1.18,0.0269,20,920.4,943.83,52.31,23.43
2025-11,Affiliates,Desktop,35040,881,0.0251,0.53,0.0198,17,466.93,1302.58,78.48,835.65
2025-11,Brand Search,Mobile,33868,1034,0.0305,1.38,0.0184,19,1426.92,1630.34,80.84,203.42
2025-11,Non-Brand Search,Mobile,32403,411,0.0127,1.68,0.0196,8,690.48,744.6,107.61,54.12
2025-11,Prospecting,Desktop,57131,981,0.0172,1.51,0.0227,22,1481.31,1956.1,89.99,474.79
2025-11,Retargeting,Desktop,41692,1052,0.0253,1.36,0.0303,31,1430.72,2274.64,75.5,843.92
2025-11,Creator/UGC,Mobile,52610,1610,0.0306,1.15,0.0145,23,1851.5,1731.32,76.91,-120.18
2025-11,Affiliates,Desktop,26056,446,0.0171,0.56,0.0186,8,249.76,954.14,105.76,704.38
2025-11,Brand Search,Desktop,32607,860,0.0264,1.47,0.0223,19,1264.2,2031.05,112.57,766.85
2025-11,Non-Brand Search,Mobile,27397,641,0.0234,1.37,0.0173,11,878.17,1069.03,99.75,190.86
2025-11,Prospecting,Mobile,45438,1177,0.0259,1.15,0.0166,19,1353.55,1355.37,77.19,1.82
2025-11,Retargeting,Mobile,34843,538,0.0155,1.27,0.0207,11,683.26,1047.06,94.49,363.8
2025-11,Creator/UGC,Desktop,62166,1033,0.0166,2.1,0.0139,14,2169.3,1030.29,70.25,-1139.01
2025-11,Affiliates,Mobile,34285,1026,0.03,0.91,0.0208,21,933.66,2184.02,105.41,1250.36
2025-11,Brand Search,Mobile,30421,1067,0.0351,1.06,0.0271,28,1131.02,2059.42,81.01,928.4
2025-11,Non-Brand Search,Mobile,44339,719,0.0162,1.91,0.0161,11,1373.29,1132.12,97.7,-241.17
2025-11,Prospecting,Mobile,55661,725,0.013,1.22,0.0139,10,884.5,894.77,90.96,10.27
2025-11,Retargeting,Mobile,26434,739,0.028,1.2,0.0305,22,886.8,1436.22,70.95,549.42
2025-11,Creator/UGC,Desktop,62364,1047,0.0168,1.95,0.0172,18,2041.65,1698.32,96.06,-343.33
2025-11,Affiliates,Mobile,32504,245,0.0076,0.41,0.0177,4,100.45,406.48,98.97,306.03
2025-11,Brand Search,Desktop,19930,703,0.0353,0.8,0.0205,14,562.4,1135.99,79.82,573.59
2025-11,Non-Brand Search,Mobile,26808,438,0.0164,1.69,0.015,6,740.22,395.98,65.15,-344.24
2025-11,Prospecting,Mobile,42848,1091,0.0255,1.11,0.0083,9,1211.01,435.6,52.15,-775.41
2025-11,Retargeting,Mobile,42932,443,0.0103,1.45,0.0256,11,642.35,977.41,83.9,335.06
2025-11,Creator/UGC,Desktop,51493,783,0.0152,1.36,0.0195,15,1064.88,1346.29,93.58,281.41
2025-11,Affiliates,Mobile,23786,686,0.0289,0.54,0.0286,19,370.44,1397.88,76.85,1027.44
2025-11,Brand Search,Mobile,31382,1102,0.0351,1.25,0.027,29,1377.5,2837.04,94.21,1459.54
2025-11,Non-Brand Search,Desktop,18355,477,0.026,1.68,0.0202,9,801.36,899.52,89.39,98.16
2025-11,Prospecting,Mobile,37480,1135,0.0303,1.25,0.0184,20,1418.75,1772.09,94.36,353.34
2025-11,Retargeting,Mobile,35795,1044,0.0292,1.4,0.0251,26,1461.6,2554.73,89.84,1093.13
2025-11,Creator/UGC,Desktop,43597,958,0.022,1.45,0.0196,18,1389.1,1485.58,77.74,96.48
2025-11,Affiliates,Desktop,36724,585,0.016,0.87,0.0167,9,508.95,960.11,104.79,451.16
2025-11,Brand Search,Mobile,15545,612,0.0394,1.14,0.0208,12,697.68,681.21,50.12,-16.47
2025-11,Non-Brand Search,Desktop,24060,514,0.0214,0.98,0.0209,10,503.72,671.25,78.97,167.53
2025-11,Prospecting,Mobile,58891,792,0.0135,0.89,0.0208,16,704.88,1010.55,64.09,305.67
2025-11,Retargeting,Desktop,52458,692,0.0132,1.55,0.0247,17,1072.6,1195.94,70.17,123.34
2025-11,Creator/UGC,Mobile,57134,1046,0.0183,1.2,0.0101,10,1255.2,871.85,88.02,-383.35
2025-11,Affiliates,Desktop,27867,600,0.0215,1.14,0.0131,7,684.0,419.24,65.17,-264.76
2025-11,Brand Search,Mobile,33694,945,0.0281,1.08,0.0249,23,1020.6,1658.4,72.98,637.8
2025-11,Non-Brand Search,Desktop,29912,640,0.0214,1.81,0.0176,11,1158.4,663.85,59.28,-494.55
2025-11,Prospecting,Desktop,48292,1050,0.0218,1.48,0.0228,23,1554.0,1690.73,71.03,136.73
2025-11,Retargeting,Mobile,18583,424,0.0228,1.14,0.0297,12,483.36,922.39,78.4,439.03
2025-11,Creator/UGC,Desktop,60568,1607,0.0265,1.66,0.0309,49,2667.62,4729.43,88.76,2061.81
2025-11,Affiliates,Mobile,43501,538,0.0124,1.04,0.0096,5,559.52,403.21,81.0,-156.31
2025-11,Brand Search,Mobile,37105,1519,0.0409,1.2,0.0249,37,1822.8,3272.26,87.28,1449.46
2025-11,Non-Brand Search,Desktop,35685,518,0.0145,1.34,0.0191,9,694.12,755.98,84.37,61.86
2025-11,Prospecting,Mobile,60416,1188,0.0197,1.56,0.0227,26,1853.28,2922.55,103.98,1069.27
2025-11,Retargeting,Desktop,28530,776,0.0272,1.62,0.0207,16,1257.12,1234.76,90.68,-22.36
2025-11,Creator/UGC,Mobile,51639,1174,0.0227,1.57,0.015,17,1843.18,986.3,57.24,-856.88
2025-11,Affiliates,Desktop,26949,786,0.0292,0.35,0.0177,13,275.1,1250.34,101.11,975.24
2025-11,Brand Search,Mobile,29356,1330,0.0453,1.3,0.0264,35,1729.0,2978.67,90.55,1249.67
2025-11,Non-Brand Search,Mobile,52390,1087,0.0208,1.42,0.0138,14,1543.54,1275.0,88.19,-268.54
2025-11,Prospecting,Mobile,51920,755,0.0146,1.55,0.0133,10,1170.25,822.21,84.92,-348.04
2025-11,Retargeting,Desktop,24155,502,0.0208,1.44,0.0364,18,722.88,1785.96,100.73,1063.08
2025-11,Creator/UGC,Desktop,59110,1500,0.0254,1.37,0.0202,30,2055.0,1597.52,56.13,-457.48
2025-11,Affiliates,Desktop,31962,613,0.0192,0.5,0.0173,10,306.5,852.9,87.04,546.4
2025-11,Brand Search,Desktop,24508,910,0.0371,1.15,0.0232,21,1046.5,1672.21,84.9,625.71
2025-11,Non-Brand Search,Mobile,34673,821,0.0237,1.61,0.0313,25,1321.81,1931.92,78.67,610.11
2025-11,Prospecting,Mobile,46185,880,0.0191,1.34,0.0162,14,1179.2,1336.35,93.27,157.15
2025-11,Retargeting,Desktop,29646,593,0.02,0.84,0.028,16,498.12,1318.97,82.07,820.85
2025-11,Creator/UGC,Mobile,55945,1373,0.0246,1.53,0.027,37,2100.69,2049.74,57.03,-50.95
2025-11,Affiliates,Desktop,33580,492,0.0147,0.41,0.0164,8,201.72,447.83,63.1,246.11
2025-11,Brand Search,Mobile,37150,1485,0.04,1.17,0.0255,37,1737.45,2664.91,70.81,927.46
2025-11,Non-Brand Search,Mobile,35670,688,0.0193,1.3,0.0254,17,894.4,1116.19,61.31,221.79
2025-11,Prospecting,Mobile,62933,1461,0.0232,1.36,0.009,13,1986.96,1289.24,90.8,-697.72
2025-11,Retargeting,Desktop,30713,500,0.0163,0.44,0.0219,10,220.0,815.36,81.13,595.36
2025-11,Creator/UGC,Mobile,65785,650,0.0099,1.36,0.025,16,884.0,1629.32,111.63,745.32
2025-11,Affiliates,Mobile,41226,519,0.0126,0.63,0.0187,9,326.97,672.4,76.5,345.43
2025-11,Brand Search,Desktop,31633,1309,0.0414,1.24,0.0272,35,1623.16,2160.87,65.93,537.71
2025-11,Non-Brand Search,Desktop,25446,613,0.0241,1.02,0.0226,13,625.26,1105.58,81.69,480.32
2025-11,Prospecting,Desktop,52486,1096,0.0209,1.2,0.017,18,1315.2,1734.41,99.95,419.21
2025-11,Retargeting,Desktop,31947,836,0.0262,1.21,0.026,21,1011.56,1882.09,92.53,870.53
2025-11,Creator/UGC,Mobile,64572,1231,0.0191,1.5,0.025,30,1846.5,2388.71,82.74,542.21
2025-11,Affiliates,Mobile,47273,1072,0.0227,0.9,0.0214,22,964.8,1690.28,80.69,725.48
2025-11,Brand Search,Desktop,40643,1505,0.037,1.75,0.028,42,2633.75,3764.06,95.63,1130.31
2025-11,Non-Brand Search,Mobile,40801,785,0.0192,1.5,0.0157,12,1177.5,1170.49,95.72,-7.01
2025-11,Prospecting,Mobile,60947,540,0.0089,1.39,0.0165,8,750.6,531.85,71.98,-218.75
2025-11,Retargeting,Desktop,43319,995,0.023,1.32,0.0149,14,1313.4,1222.71,93.3,-90.69
2025-11,Creator/UGC,Desktop,51765,1150,0.0222,1.29,0.0096,11,1483.5,855.07,78.22,-628.43
2025-11,Affiliates,Desktop,32285,899,0.0279,0.79,0.0185,16,710.21,1076.75,67.08,366.54
2025-11,Brand Search,Mobile,24713,843,0.0341,1.48,0.0214,18,1247.64,1117.16,60.13,-130.48
2025-11,Non-Brand Search,Mobile,34808,980,0.0282,1.15,0.0129,12,1127.0,967.74,83.94,-159.26
2025-11,Prospecting,Mobile,54091,647,0.012,1.16,0.0117,7,750.52,428.19,57.23,-322.33
2025-11,Retargeting,Desktop,47778,1054,0.0221,1.16,0.0224,23,1222.64,1868.93,92.59,646.29
2025-11,Creator/UGC,Desktop,49938,1530,0.0306,1.08,0.0206,31,1652.4,2807.89,85.37,1155.49
2025-11,Affiliates,Mobile,42874,749,0.0175,0.5,0.0107,7,374.5,461.78,67.31,87.28
2025-11,Brand Search,Mobile,25986,930,0.0358,1.27,0.0206,19,1181.1,861.02,51.74,-320.08
2025-11,Non-Brand Search,Desktop,37304,694,0.0186,0.8,0.0262,18,555.2,1488.01,81.62,932.81
2025-11,Prospecting,Desktop,53771,1733,0.0322,1.22,0.0237,41,2114.26,4116.66,94.71,2002.4
2025-11,Retargeting,Desktop,26696,708,0.0266,1.34,0.0239,16,948.72,1183.16,73.06,234.44
2025-11,Creator/UGC,Mobile,57108,1448,0.0254,1.77,0.0207,30,2562.96,2988.86,98.8,425.9
2025-11,Affiliates,Mobile,43013,990,0.023,0.35,0.0232,22,346.5,1224.27,57.64,877.77
2025-11,Brand Search,Mobile,23863,723,0.0303,1.24,0.0194,14,896.52,744.57,52.29,-151.95
2025-11,Non-Brand Search,Mobile,32319,302,0.0094,1.27,0.0227,6,383.54,465.59,74.33,82.05
2025-11,Prospecting,Mobile,55965,997,0.0178,1.23,0.022,21,1226.31,2092.46,105.84,866.15
2025-11,Retargeting,Desktop,33200,467,0.0141,1.11,0.0289,13,518.37,959.25,77.54,440.88
2025-11,Creator/UGC,Desktop,63903,1452,0.0227,1.69,0.0183,26,2453.88,2044.86,74.95,-409.02
2025-11,Affiliates,Mobile,30320,814,0.0269,0.56,0.0125,10,455.84,771.72,81.36,315.88
2025-11,Brand Search,Mobile,48566,1910,0.0393,1.03,0.0142,27,1967.3,2553.76,89.07,586.46
2025-11,Non-Brand Search,Mobile,30289,607,0.02,1.42,0.0235,14,861.94,1047.12,72.14,185.18
2025-11,Prospecting,Mobile,53348,934,0.0175,1.43,0.0184,17,1335.62,1580.26,96.82,244.64
2025-11,Retargeting,Mobile,47638,1303,0.0274,0.7,0.0252,32,912.1,3079.68,87.08,2167.58
2025-11,Creator/UGC,Mobile,53291,1030,0.0193,1.2,0.0184,18,1236.0,836.84,47.09,-399.16
2025-11,Affiliates,Mobile,38753,846,0.0218,1.06,0.0165,13,896.76,1248.33,91.3,351.57
2025-11,Brand Search,Desktop,38797,1121,0.0289,1.79,0.0314,35,2006.59,3432.3,84.26,1425.71
2025-11,Non-Brand Search,Mobile,31548,805,0.0255,1.73,0.0121,9,1392.65,602.46,73.02,-790.19
2025-11,Prospecting,Mobile,45143,600,0.0133,0.78,0.0186,11,468.0,674.39,60.92,206.39
2025-11,Retargeting,Mobile,24522,233,0.0095,1.75,0.0274,6,407.75,476.06,84.67,68.31
2025-11,Creator/UGC,Desktop,66452,1704,0.0257,1.64,0.0263,44,2794.56,4386.58,92.61,1592.02
2025-11,Affiliates,Desktop,26763,720,0.0269,0.78,0.0241,17,561.6,1300.54,78.82,738.94
2025-11,Brand Search,Desktop,40263,1649,0.041,1.55,0.0268,44,2555.95,3299.87,70.4,743.92
2025-11,Non-Brand Search,Mobile,29611,414,0.014,1.48,0.0206,8,612.72,610.84,73.03,-1.88
2025-11,Prospecting,Desktop,55207,1108,0.0201,0.95,0.0101,11,1052.6,1092.19,91.15,39.59
2025-11,Retargeting,Mobile,42177,652,0.0155,1.29,0.0286,18,841.08,1010.07,56.66,168.99
2025-11,Creator/UGC,Mobile,51718,870,0.0168,1.22,0.011,9,1061.4,829.09,92.4,-232.31
2025-11,Affiliates,Desktop,29886,788,0.0264,1.04,0.0095,7,819.52,639.97,97.8,-179.55
2025-11,Brand Search,Mobile,20191,714,0.0354,1.32,0.0205,14,942.48,1207.61,85.97,265.13
2025-11,Non-Brand Search,Mobile,18209,287,0.0158,1.0,0.0222,6,287.0,431.36,69.82,144.36
2025-11,Prospecting,Mobile,61759,1481,0.024,0.99,0.0145,21,1466.19,1788.83,86.39,322.64
2025-11,Retargeting,Desktop,39544,776,0.0196,1.09,0.029,22,845.84,2185.91,96.02,1340.07
2025-11,Creator/UGC,Desktop,55762,1055,0.0189,0.95,0.0153,16,1002.25,1193.36,74.49,191.11
2025-11,Affiliates,Mobile,34586,695,0.0201,0.52,0.0094,6,361.4,439.24,72.43,77.84
2025-11,Brand Search,Mobile,29003,1399,0.0482,1.34,0.0287,40,1874.66,3128.04,84.17,1253.38
2025-11,Non-Brand Search,Mobile,23564,438,0.0186,1.76,0.015,6,770.88,575.55,94.84,-195.33
2025-11,Prospecting,Desktop,53784,1048,0.0195,1.57,0.015,15,1645.36,1993.52,123.48,348.16
2025-11,Retargeting,Mobile,41498,378,0.0091,1.42,0.0266,10,536.76,822.48,78.6,285.72
2025-11,Creator/UGC,Mobile,51081,824,0.0161,1.31,0.0187,15,1079.44,1135.43,74.77,55.99
2025-11,Affiliates,Mobile,38871,1039,0.0267,0.62,0.0189,19,644.18,1897.86,89.55,1253.68
2025-11,Brand Search,Mobile,25149,1068,0.0425,1.46,0.0252,26,1559.28,2774.77,111.01,1215.49
2025-11,Non-Brand Search,Mobile,32768,808,0.0247,1.32,0.0205,16,1066.56,1083.42,69.28,16.86
2025-11,Prospecting,Mobile,55962,1494,0.0267,1.65,0.0166,24,2465.1,2285.62,97.5,-179.48
2025-11,Retargeting,Desktop,29275,377,0.0129,1.42,0.0273,10,535.34,1239.11,110.81,703.77
2025-11,Creator/UGC,Mobile,52242,800,0.0153,1.12,0.0126,10,896.0,751.0,79.93,-145.0
2025-11,Affiliates,Mobile,23998,532,0.0222,0.72,0.022,11,383.04,908.27,85.71,525.23
2025-12,Brand Search,Mobile,39286,1079,0.0275,1.58,0.0272,29,1704.82,1596.82,55.04,-108.0
2025-12,Non-Brand Search,Desktop,38205,1019,0.0267,1.42,0.0203,20,1446.98,1826.17,86.59,379.19
2025-12,Prospecting,Mobile,53123,930,0.0175,1.15,0.0117,10,1069.5,865.09,81.66,-204.41
2025-12,Retargeting,Desktop,33852,1104,0.0326,1.36,0.0261,28,1501.44,1997.56,67.96,496.12
2025-12,Creator/UGC,Mobile,56822,724,0.0127,1.4,0.0169,12,1013.6,964.26,81.74,-49.34
2025-12,Affiliates,Mobile,29940,616,0.0206,0.65,0.0251,15,400.4,887.74,57.91,487.34
2025-12,Brand Search,Mobile,26345,943,0.0358,1.22,0.0207,19,1150.46,1428.93,74.52,278.47
2025-12,Non-Brand Search,Desktop,28145,668,0.0238,1.4,0.0106,7,935.2,454.06,63.63,-481.14
2025-12,Prospecting,Mobile,55754,1380,0.0248,1.48,0.0237,32,2042.4,2887.55,84.4,845.15
2025-12,Retargeting,Mobile,46754,1163,0.0249,1.26,0.0308,35,1465.38,3664.9,104.28,2199.52
2025-12,Creator/UGC,Mobile,58615,892,0.0152,1.47,0.0171,15,1311.24,1484.97,90.7,173.73
2025-12,Affiliates,Mobile,28111,316,0.0113,0.41,0.0151,4,129.56,261.76,59.34,132.2
2025-12,Brand Search,Mobile,38925,1530,0.0393,2.01,0.0156,23,3075.3,1906.57,83.67,-1168.73
2025-12,Non-Brand Search,Mobile,36191,733,0.0203,1.45,0.0251,18,1062.85,1591.94,86.52,529.09
2025-12,Prospecting,Mobile,52024,988,0.019,1.15,0.0172,16,1136.2,1730.68,103.53,594.48
2025-12,Retargeting,Desktop,32166,585,0.0182,1.69,0.023,13,988.65,981.96,71.24,-6.69
2025-12,Creator/UGC,Desktop,39913,343,0.0086,2.09,0.0113,3,716.87,224.7,83.56,-492.17
2025-12,Affiliates,Desktop,23489,362,0.0154,0.35,0.0189,6,126.7,555.53,89.16,428.83
2025-12,Brand Search,Mobile,36170,1092,0.0302,1.89,0.0219,23,2063.88,1670.37,69.74,-393.51
2025-12,Non-Brand Search,Desktop,23815,507,0.0213,1.44,0.019,9,730.08,373.05,41.03,-357.03
2025-12,Prospecting,Mobile,70596,2605,0.0369,1.6,0.0237,61,4168.0,5104.62,81.74,936.62
2025-12,Retargeting,Desktop,20824,369,0.0177,1.44,0.025,9,531.36,761.63,88.97,230.27
2025-12,Creator/UGC,Desktop,57459,1384,0.0241,1.29,0.0203,28,1785.36,2508.54,84.11,723.18
2025-12,Affiliates,Desktop,45042,1149,0.0255,0.8,0.0142,16,919.2,1179.63,69.9,260.43
2025-12,Brand Search,Desktop,28755,1347,0.0468,1.45,0.0301,40,1953.15,2330.19,52.09,377.04
2025-12,Non-Brand Search,Mobile,31344,761,0.0243,1.59,0.0163,12,1209.99,971.85,87.34,-238.14
2025-12,Prospecting,Desktop,49789,1035,0.0208,1.12,0.0174,18,1159.2,1289.48,70.88,130.28
2025-12,Retargeting,Mobile,20155,747,0.0371,1.32,0.0221,16,986.04,998.64,60.61,12.6
2025-12,Creator/UGC,Mobile,61778,1034,0.0168,1.32,0.013,13,1364.88,1146.76,97.32,-218.12
2025-12,Affiliates,Mobile,43839,868,0.0198,0.38,0.0188,16,329.84,1608.31,94.61,1278.47
2025-12,Brand Search,Desktop,35781,1373,0.0384,1.34,0.0265,36,1839.82,2723.31,74.69,883.49
2025-12,Non-Brand Search,Mobile,27854,458,0.0165,1.16,0.0131,5,531.28,390.38,74.61,-140.9
2025-12,Prospecting,Desktop,67726,1623,0.024,1.56,0.0143,23,2531.88,2064.54,92.29,-467.34
2025-12,Retargeting,Mobile,21846,481,0.022,1.5,0.0254,12,721.5,977.85,87.17,256.35
2025-12,Creator/UGC,Mobile,61162,1031,0.0169,1.34,0.0107,10,1381.54,758.05,70.9,-623.49
2025-12,Affiliates,Mobile,21790,525,0.0241,0.65,0.0227,11,341.25,824.15,70.81,482.9
2025-12,Brand Search,Desktop,27752,1193,0.043,1.61,0.0187,22,1920.73,1881.44,95.11,-39.29
2025-12,Non-Brand Search,Mobile,40717,924,0.0227,1.1,0.0234,21,1016.4,1883.2,76.27,866.8
2025-12,Prospecting,Mobile,48592,1246,0.0257,1.4,0.0219,27,1744.4,2720.75,97.57,976.35
2025-12,Retargeting,Mobile,43510,1273,0.0293,1.22,0.0227,28,1553.06,1180.19,43.98,-372.87
2025-12,Creator/UGC,Desktop,40107,987,0.0246,1.65,0.0257,25,1628.55,1547.91,57.16,-80.64
2025-12,Affiliates,Desktop,30184,528,0.0175,0.6,0.0177,9,316.8,597.9,65.76,281.1
2025-12,Brand Search,Mobile,24511,978,0.0399,1.47,0.0258,25,1437.66,1784.94,67.55,347.28
2025-12,Non-Brand Search,Desktop,46810,433,0.0093,1.47,0.0215,9,636.51,1151.61,116.56,515.1
2025-12,Prospecting,Mobile,45291,1431,0.0316,1.31,0.0167,23,1874.61,2430.68,97.69,556.07
2025-12,Retargeting,Desktop,43800,973,0.0222,1.41,0.016,15,1371.93,1146.76,72.64,-225.17
2025-12,Creator/UGC,Mobile,49250,1661,0.0337,1.33,0.0266,44,2209.13,2600.31,60.56,391.18
2025-12,Affiliates,Desktop,33474,571,0.0171,0.44,0.0217,12,251.24,898.52,75.11,647.28
2025-12,Brand Search,Mobile,44388,1395,0.0314,1.18,0.0281,39,1646.1,3771.96,95.24,2125.86
2025-12,Non-Brand Search,Desktop,30099,508,0.0169,1.03,0.0168,8,523.24,551.98,70.9,28.74
2025-12,Prospecting,Mobile,49639,1785,0.036,1.06,0.0203,36,1892.1,3688.69,103.3,1796.59
2025-12,Retargeting,Mobile,21729,407,0.0188,1.28,0.0223,9,520.96,723.11,80.13,202.15
2025-12,Creator/UGC,Mobile,47820,1110,0.0232,0.95,0.0178,19,1054.5,1399.73,68.68,345.23
2025-12,Affiliates,Mobile,25624,418,0.0163,0.37,0.0202,8,154.66,748.86,90.74,594.2
2025-12,Brand Search,Desktop,30214,1027,0.034,1.08,0.0224,22,1109.16,2172.57,97.9,1063.41
2025-12,Non-Brand Search,Desktop,30320,891,0.0294,1.53,0.0147,13,1363.23,936.3,72.77,-426.93
2025-12,Prospecting,Mobile,65597,1493,0.0228,1.12,0.0192,28,1672.16,2130.44,79.85,458.28
2025-12,Retargeting,Mobile,44616,1256,0.0282,1.66,0.0162,20,2084.96,1629.44,82.12,-455.52
2025-12,Creator/UGC,Mobile,58536,768,0.0131,1.02,0.0165,12,783.36,667.55,59.88,-115.81
2025-12,Affiliates,Desktop,26938,672,0.0249,0.35,0.0124,8,235.2,574.66,71.64,339.46
2025-12,Brand Search,Mobile,28590,1327,0.0464,1.38,0.0165,21,1831.26,2146.01,94.59,314.75
2025-12,Non-Brand Search,Mobile,25356,593,0.0234,1.69,0.025,14,1002.17,1307.07,92.46,304.9
2025-12,Prospecting,Desktop,55122,1386,0.0252,1.29,0.0212,29,1787.94,1483.1,52.77,-304.84
2025-12,Retargeting,Mobile,48425,193,0.004,0.77,0.0244,4,148.61,289.46,68.65,140.85
2025-12,Creator/UGC,Mobile,60110,1098,0.0183,1.32,0.0089,9,1449.36,971.52,98.16,-477.84
2025-12,Affiliates,Mobile,24786,243,0.0098,0.41,0.0193,4,99.63,262.51,70.47,162.88
2025-12,Brand Search,Mobile,22568,933,0.0414,1.44,0.029,27,1343.52,2893.94,106.35,1550.42
2025-12,Non-Brand Search,Desktop,40725,737,0.0181,0.99,0.0222,16,729.63,1294.11,80.83,564.48
2025-12,Prospecting,Desktop,57419,1459,0.0254,1.63,0.0163,23,2378.17,1945.25,91.43,-432.92
2025-12,Retargeting,Mobile,30245,416,0.0138,1.44,0.0237,9,599.04,815.69,97.6,216.65
2025-12,Creator/UGC,Mobile,39225,972,0.0248,1.19,0.0199,19,1156.68,1344.72,75.36,188.04
2025-12,Affiliates,Desktop,36607,964,0.0264,0.78,0.0266,25,751.92,2205.55,88.58,1453.63
2025-12,Brand Search,Mobile,29853,1079,0.0362,1.45,0.0174,18,1564.55,1378.83,74.16,-185.72
2025-12,Non-Brand Search,Mobile,30505,888,0.0291,1.51,0.0198,17,1340.88,1611.12,90.43,270.24
2025-12,Prospecting,Desktop,53075,1624,0.0306,1.37,0.0139,22,2224.88,1413.51,65.83,-811.37
2025-12,Retargeting,Mobile,36008,1004,0.0279,1.04,0.0293,29,1044.16,2414.32,89.24,1370.16
2025-12,Creator/UGC,Desktop,55843,1625,0.0291,1.75,0.0258,42,2843.75,3396.86,83.12,553.11
2025-12,Affiliates,Mobile,32952,443,0.0135,0.96,0.0239,10,425.28,839.15,87.47,413.87
2025-12,Brand Search,Mobile,31408,889,0.0283,1.54,0.0148,13,1369.06,1229.34,92.04,-139.72
2025-12,Non-Brand Search,Desktop,28930,999,0.0345,1.24,0.0124,12,1238.76,1033.84,87.94,-204.92
2025-12,Prospecting,Mobile,48871,737,0.0151,1.31,0.0101,7,965.47,441.06,63.45,-524.41
2025-12,Retargeting,Mobile,27782,429,0.0154,1.14,0.0247,10,489.06,991.23,97.27,502.17
